state,city,signal_type,signal_text,label
Goa,Calangute,Healthcare,A hospital developer has received approval for a new multi-building medical campus in Calangute. after receiving development permission.,1
Maharashtra,Nagpur,Commercial,A major commercial township has received development approval in Nagpur. after planning authority approval.,1
Goa,Margao,Hospitality,A hotel expansion will add more than 300 rooms and new guest facilities in Margao.,1
Karnataka,Hassan,Senior Living,A retirement housing development has received approval in Hassan. following the acquisition of land.,1
Maharashtra,Navi Mumbai,Small Business,A small clothing shop has opened in Navi Mumbai.,0
Maharashtra,Chhatrapati Sambhajinagar,Retail,A footwear brand has expanded its retail presence in Chhatrapati Sambhajinagar.,0
Goa,Margao,Retail,A footwear brand has expanded its retail presence in Margao. as part of its market expansion.,0
Maharashtra,Mumbai,Hospitality,A new business hotel is planned near the commercial district of Mumbai.,1
Goa,Morjim,Entertainment,A theatre company has announced a performance in Morjim. as part of its operational expansion.,0
Karnataka,Hubballi,Commercial,"A mixed-use development containing offices, retail space and public facilities is proposed near Hubballi. following a new project announcement.",1
Goa,Calangute,Events,A business conference will be held in Calangute. as part of its market expansion.,0
Karnataka,Manipal,Healthcare,A medical institution has announced construction of a new healthcare complex in Manipal.,1
Goa,Panaji,Retail,A supermarket chain has launched a retail outlet in Panaji.,0
Maharashtra,Nagpur,Entertainment,An entertainment brand has expanded its operations in Nagpur. as part of its regional growth strategy.,0
Karnataka,Mysuru,Events,A sports event is planned in Mysuru.,0
Maharashtra,Nagpur,Small Business,A small fitness studio has opened in Nagpur. following a corporate announcement.,0
Maharashtra,Lonavala,Finance,A banking company has announced expansion of its branch network in Lonavala. following a recent launch.,0
Maharashtra,Mumbai,Commercial,Construction is expected to begin on a large commercial development in Mumbai.,1
Goa,Morjim,Events,A technology conference will attract visitors to Morjim.,0
Maharashtra,Lonavala,Entertainment,An entertainment company has launched a new venue in Lonavala. following the latest business update.,0
Maharashtra,Kolhapur,Healthcare,A healthcare company has announced a major hospital project near Kolhapur. following a new project announcement.,1
Maharashtra,Kolhapur,Small Business,A neighbourhood pharmacy has opened a new branch in Kolhapur.,0
Karnataka,Udupi,Institutional,A new administrative and residential campus is proposed near Udupi. as part of regional infrastructure development.,1
Maharashtra,Nagpur,Corporate,A management consulting company has announced expansion in Nagpur. according to the company announcement.,0
Maharashtra,Pune,Events,A business conference will be held in Pune. according to the company announcement.,0
Goa,Margao,Transport,A transportation company has increased its fleet operations in Margao.,0
Maharashtra,Chhatrapati Sambhajinagar,Transport,A bus operator has introduced a new route connecting Chhatrapati Sambhajinagar.,0
Goa,Panaji,Commercial,A major commercial township has received development approval in Panaji.,1
Karnataka,Udupi,Events,A music event has been announced in Udupi. following a corporate announcement.,0
Goa,Mapusa,Logistics,A large warehousing and distribution centre is proposed near Mapusa.,1
Maharashtra,Nashik,Logistics,A warehouse complex covering a large industrial area is proposed near Nashik. following a new project announcement.,1
Maharashtra,Nashik,Transport,A transportation company has increased its fleet operations in Nashik. as part of its market expansion.,0
Goa,Margao,Institutional,A large training centre with residential accommodation is planned in Margao. as part of a major private investment.,1
Goa,Calangute,Healthcare,A hospital developer has received approval for a new multi-building medical campus in Calangute. as part of a planned expansion.,1
Goa,Anjuna,Industrial,A large industrial expansion project has been announced near Anjuna. as part of a major private investment.,1
Karnataka,Tumakuru,Residential,A developer has acquired land for a large residential township in Tumakuru. as part of a planned expansion.,1
Goa,Panaji,Corporate,A legal services company has opened a new office in Panaji. according to local reports.,0
Karnataka,Manipal,Events,A business networking event will take place in Manipal.,0
Goa,Margao,Transport,A logistics company has expanded its delivery network in Margao.,0
Maharashtra,Mumbai,Finance,An insurance company has opened a new office in Mumbai. following a corporate announcement.,0
Maharashtra,Kolhapur,Corporate,A corporate services company has increased its workforce in Kolhapur.,0
Maharashtra,Lonavala,Logistics,A major e-commerce logistics hub is being developed near Lonavala. following an investment proposal.,1
Goa,Baga,Hospitality,A hotel expansion will add more than 250 rooms and new guest facilities in Baga.,1
Goa,Anjuna,Logistics,A warehouse complex covering a large industrial area is proposed near Anjuna.,1
Maharashtra,Kolhapur,Healthcare,A medical institution has announced construction of a new healthcare complex in Kolhapur. following the acquisition of land.,1
Maharashtra,Nagpur,Transport,A transportation company has increased its fleet operations in Nagpur. following the latest business update.,0
Maharashtra,Mumbai,Residential,A new housing project targeting more than 3500 residents has received preliminary approval in Mumbai. following the acquisition of land.,1
Maharashtra,Lonavala,Tourism,A tourism developer has announced a large visitor accommodation project near Lonavala. following regulatory approval.,1
Karnataka,Manipal,Retail,A supermarket chain has launched a retail outlet in Manipal. as part of its market expansion.,0
Karnataka,Coorg,Senior Living,A retirement community with healthcare and accommodation facilities is proposed in Coorg. following the acquisition of land.,1
Karnataka,Hassan,Commercial,"A mixed-use development containing offices, retail space and public facilities is proposed near Hassan. after planning authority approval.",1
Karnataka,Mysuru,Corporate,A recruitment company has expanded its operations in Mysuru. according to the company announcement.,0
Karnataka,Manipal,Education,Planning authorities have approved a new college campus in Manipal. following a new project announcement.,1
Maharashtra,Navi Mumbai,Industrial,An industrial estate with multiple manufacturing units has been approved near Navi Mumbai.,1
Goa,Calangute,Corporate,A corporate advisory company has increased its presence in Calangute. according to local reports.,0
Maharashtra,Mumbai,Finance,A financial institution has increased its workforce in Mumbai.,0
Goa,Vasco da Gama,Logistics,A multi-building logistics park is being developed on the outskirts of Vasco da Gama. following a new project announcement.,1
Goa,Margao,Small Business,A local electronics shop has expanded in Margao. as part of its operational expansion.,0
Goa,Margao,Hospitality,Construction approval has been granted for a large tourism resort in Margao.,1
Karnataka,Belagavi,Employment,A financial company has announced recruitment in Belagavi. according to the company announcement.,0
Goa,Panaji,Finance,A fintech company has launched a new service in Panaji.,0
Goa,Ponda,Employment,A business process outsourcing company is hiring in Ponda. according to the company.,0
Maharashtra,Chhatrapati Sambhajinagar,Residential,A mixed-use residential development with 1200 apartments is planned on the outskirts of Chhatrapati Sambhajinagar.,1
Goa,Margao,Finance,A fintech company has launched a new service in Margao.,0
Karnataka,Bengaluru,Education,A private university has announced a residential campus project in Bengaluru. following the acquisition of land.,1
Maharashtra,Lonavala,Events,A trade exhibition will be held in Lonavala.,0
